,cleanedtext,standardized
98063,three house march spring ,['fireemblem']
98314,three house march spring ,['fireemblem']
98407,three house march spring ,['fireemblem']
98437,three house march spring ,['fireemblem']
98562,three house march spring ,['fireemblem']
98577,spring vocation on switch graphic want ,['fireemblem']
98606,three house march spring ,['fireemblem']
98660,three house march spring ,['fireemblem']
98673,three house march spring ,['fireemblem']
98686,three house march spring ,['fireemblem']
98807,three house march spring ,['fireemblem']
98902,three house march spring ,['fireemblem']
98917,hear look amazing wait ,['fireemblem']
98926,three house march spring ,['fireemblem']
98929,three house march spring ,['fireemblem']
99019,three house march spring ,['fireemblem']
99163,hear look amazing wait ,['fireemblem']
99227,three house march spring ,['fireemblem']
99267,three house march spring ,['fireemblem']
99351,smashing ,"['smashbros', 'fireemblem', 'marioparty']"
99416,three house march spring ,['fireemblem']
99436,three house march spring ,['fireemblem']
99464,three house march spring ,['fireemblem']
99488,three house march spring ,['fireemblem']
99645,three house march spring ,['fireemblem']
99663,three house march spring ,['fireemblem']
99809,three house march spring ,['fireemblem']
99865,three house march spring ,['fireemblem']
99949,hear look amazing wait ,['fireemblem']
99997,three house march spring ,['fireemblem']
100006,hear look amazing wait ,['fireemblem']
100098,three house march spring ,['fireemblem']
100193,three house march spring ,['fireemblem']
100206,three house spring ,['fireemblem']
100227,hear look amazing wait ,['fireemblem']
100415,three house march spring ,['fireemblem']
100430,three house spring ,['fireemblem']
100686,three house march spring ,['fireemblem']
100699,three house march spring ,['fireemblem']
100717,three house march spring ,['fireemblem']
100736,three house march spring ,['fireemblem']
100841,three house march spring ,['fireemblem']
100859,game waiting finally ,"['fireemblem', 'fireemblem']"
100985,three house march spring ,['fireemblem']
101187,three house spring ,['fireemblem']
101208,three house march spring ,['fireemblem']
101232,three house march spring ,['fireemblem']
101344,three house march spring ,['fireemblem']
101405,three house spring ,['fireemblem']
101431,three house march spring ,['fireemblem']
101511,three house march spring ,['fireemblem']
101611,three house march spring ,['fireemblem']
101633,excited ,"['smashbros', 'fireemblem', 'marioparty']"
101652,three house march spring ,['fireemblem']
101685,three house march spring ,['fireemblem']
101729,three house march spring ,['fireemblem']
101746,three house spring ,['fireemblem']
101795,three house march spring ,['fireemblem']
101810,three house spring ,['fireemblem']
101814,three house march spring ,['fireemblem']
101880,three house march spring ,['fireemblem']
101892,three house march spring ,['fireemblem']
102212,hear look amazing wait ,['fireemblem']
102265,three house march spring ,['fireemblem']
102347,three house march spring ,['fireemblem']
102416,three house march spring ,['fireemblem']
102467,three house march spring ,['fireemblem']
102635,three house march spring ,['fireemblem']
102762,three house march spring ,['fireemblem']
102803,three house march spring ,['fireemblem']
102847,three house march spring ,['fireemblem']
102865,three house march spring ,['fireemblem']
102868,three house march spring ,['fireemblem']
102871,three house march spring ,['fireemblem']
103040,hear look amazing wait ,['fireemblem']
103093,three house march spring ,['fireemblem']
103221,three house march spring ,['fireemblem']
103281,three house march spring ,['fireemblem']
103361,hyped watching trailer ,['fireemblem']
103381,three house march spring ,['fireemblem']
103425,game waiting finally ,"['fireemblem', 'fireemblem']"
103534,three house march spring ,['fireemblem']
103665,three house march spring ,['fireemblem']
103717,three house march spring ,['fireemblem']
103781,three house march spring ,['fireemblem']
103861,three house march spring ,['fireemblem']
103896,three house march spring ,['fireemblem']
104059,three house march spring ,['fireemblem']
104129,hear look amazing wait ,['fireemblem']
104166,three house march spring ,['fireemblem']
104217,three house march spring ,['fireemblem']
104315,three house march spring ,['fireemblem']
104359,three house march spring ,['fireemblem']
104447,three house spring ,['fireemblem']
104475,three house march spring ,['fireemblem']
